S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres,Laps,Total Time,Pit Stops,Best Lap Number,Best Lap Time,Best Lap Kph,Status
138,3,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,38,03:07:08,3,11.0,03:37.3,225.7,1
931,16,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,217,16:02:59,19,12.0,03:29.1,234.6,1
1398,23,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,295,23:04:50,30,10.0,03:37.8,225.2,1
195,4,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,47,04:05:33,5,12.0,03:29.1,234.6,1
636,11,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,133,11:03:44,14,11.0,03:36.4,226.7,1
1144,19,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,240,19:03:05,20,206.0,03:52.4,211.1,1
180,3,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,1
830,14,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,175,14:05:36,18,10.0,03:37.7,225.3,1
1138,19,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,246,19:02:03,26,227.0,03:37.5,225.5,1
894,15,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,184,15:01:22,15,8.0,03:52.5,211.0,1
534,9,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,103,09:05:58,10,10.0,03:52.2,211.2,1
1389,23,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,301,23:04:08,28,238.0,03:37.3,225.7,1
613,10,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
308,5,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,1
1373,23,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,313,23:03:38,33,280.0,03:36.7,226.3,1
20,1,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,12,01:02:29,1,10.0,03:37.8,225.2,1
1207,20,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,254,20:05:10,20,8.0,03:51.3,212.1,1
1445,24,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,322,00:03:22,31,9.0,03:38.0,225.0,1
912,15,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,1
1470,24,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,165,15:11:45,19,125.0,03:32.6,230.7,2
953,16,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,203,16:04:11,21,10.0,03:37.7,225.3,1
155,3,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,37,03:10:03,4,10.0,03:39.9,223.1,1
730,12,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,116,11:07:56,14,57.0,03:39.4,223.6,1
186,3,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,1
465,8,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,96,08:06:58,7,11.0,03:51.4,211.9,1
794,13,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
1010,17,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,222,17:05:59,21,11.0,03:37.7,225.3,1
1428,24,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,341,00:02:37,29,263.0,03:28.0,235.9,1
601,10,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,112,10:03:39,10,10.0,03:54.9,208.9,1
522,9,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,105,09:05:01,11,9.0,03:38.0,225.0,1
347,6,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,69,06:02:47,5,11.0,03:51.4,211.9,1
1416,23,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
1102,18,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
967,16,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,198,16:03:29,16,16.0,03:53.1,210.5,1
1476,24,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,103,07:58:44,10,12.0,03:30.0,233.6,2
548,9,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
854,14,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,1
724,12,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,125,12:05:16,12,114.0,03:54.8,208.9,1
1080,18,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,231,18:04:38,21,224.0,03:28.6,235.2,1
1284,21,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,165,15:11:45,19,125.0,03:32.6,230.7,2
502,9,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,111,09:05:04,11,12.0,03:28.3,235.5,1
851,14,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,163,14:05:16,18,151.0,03:38.6,224.4,1
66,2,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,26,02:01:26,2,10.0,03:29.7,234.0,1
1121,19,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,260,19:04:56,23,260.0,03:29.8,233.8,1
1100,18,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,163,13:41:59,14,149.0,03:54.7,209.0,2
1066,18,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,237,18:01:59,23,11.0,03:36.4,226.7,1
1169,19,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
199,4,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,46,04:06:30,4,29.0,03:30.1,233.5,1
1400,23,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,290,23:05:34,24,181.0,03:53.2,210.3,1
999,17,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,228,17:05:06,22,211.0,03:28.9,234.8,1
848,14,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,167,14:01:03,15,162.0,03:54.6,209.1,1
976,16,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,163,13:41:59,14,149.0,03:54.7,209.0,2
979,16,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
995,17,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,233,17:05:21,20,56.0,03:29.9,233.7,1
376,7,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,89,07:03:56,8,56.0,03:29.9,233.7,1
1319,22,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,1,1,292,22:01:24,27,275.0,03:28.4,235.3,1
897,15,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,184,15:03:11,15,184.0,03:51.7,211.7,1
1430,24,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,337,00:01:32,31,307.0,03:27.2,236.7,1
263,5,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,58,05:07:16,5,11.0,03:36.4,226.7,1
1031,17,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,211,17:06:08,16,11.0,03:54.7,209.0,1
171,3,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,35,03:08:57,4,26.0,03:55.4,208.3,1
116,2,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,24,02:03:06,2,10.0,03:58.7,205.5,1
866,14,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,2
1469,24,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
246,4,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,1
124,2,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,10,02:04:22,1,3.0,03:35.6,227.6,1
79,2,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,26,02:05:45,2,11.0,03:37.3,225.7,1
152,3,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,37,03:07:01,5,29.0,03:40.1,222.9,1
859,14,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
133,3,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,39,03:07:05,4,10.0,03:30.1,233.5,1
1306,22,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,304,22:01:37,28,298.0,03:27.7,236.2,1
38,1,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,12,01:03:59,0,8.0,03:52.1,211.3,1
1018,17,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,216,17:05:26,20,184.0,03:29.8,233.8,1
115,2,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,24,02:03:02,2,10.0,04:00.3,204.1,1
397,7,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,84,07:02:43,8,10.0,03:37.3,225.7,1
1050,17,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
72,2,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MALLER,Peugeot 9X8,1,1,26,02:01:55,2,10.0,03:29.7,234.0,1
1001,17,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,227,17:05:02,22,29.0,03:30.1,233.5,1
1236,20,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
361,6,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,66,06:05:25,7,48.0,03:56.4,207.5,1
984,16,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
326,6,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,72,06:03:53,7,11.0,03:37.3,225.7,1
1376,23,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,312,23:03:32,34,272.0,03:36.6,226.5,1
1104,18,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
628,11,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,136,11:03:55,13,11.0,03:30.6,233.0,1
206,4,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,45,04:04:38,5,11.0,03:37.7,225.3,1
1364,23,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,327,23:03:12,29,264.0,03:27.9,236.0,1
389,7,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,85,07:04:54,9,11.0,03:37.3,225.7,1
439,8,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,104,08:09:57,10,10.0,03:29.7,234.0,1
1410,23,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,158,12:41:04,16,10.0,03:37.3,225.7,2
384,7,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,86,07:04:19,10,11.0,03:30.6,233.0,1
385,7,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,85,07:02:46,11,66.0,03:38.6,224.4,1
53,1,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,12,01:04:34,1,9.0,03:55.4,208.4,1
1303,22,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,310,22:01:01,27,308.0,03:27.5,236.3,1
1222,20,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
701,12,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,132,12:01:53,14,53.0,03:39.3,223.6,1
260,5,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,59,05:07:32,6,29.0,03:30.1,233.5,1
1059,18,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,246,18:04:53,22,239.0,03:29.9,233.6,1
232,4,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,43,04:05:04,4,26.0,03:55.4,208.3,1
1316,22,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,295,21:59:34,29,286.0,03:37.5,225.5,1
237,4,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,41,04:04:28,4,11.0,03:37.8,225.2,1
1021,17,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,214,17:05:15,16,11.0,03:51.4,211.9,1
1127,19,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,251,19:02:11,26,239.0,03:38.2,224.8,1
35,1,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,12,01:03:55,0,8.0,03:52.1,211.3,1
1403,23,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,242,20:33:33,25,228.0,03:28.1,235.7,1
1060,18,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,243,18:04:07,23,236.0,03:28.7,235.1,1
627,11,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,137,11:02:57,13,10.0,03:30.1,233.5,1
1464,24,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,1,285,00:02:14,26,257.0,03:50.5,212.8,1
1227,20,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
696,12,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,133,12:01:24,13,10.0,03:38.1,225.0,1
1326,22,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,286,22:00:52,32,223.0,03:37.1,226.0,1
1443,24,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,323,00:01:35,33,270.0,03:37.2,225.8,1
835,14,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,172,14:04:28,16,120.0,03:50.9,212.4,1
1379,23,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,310,23:03:49,30,11.0,03:37.7,225.3,1
712,12,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,129,12:03:00,11,8.0,03:52.5,211.0,1
1002,17,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,1,1,225,17:04:28,20,10.0,03:29.7,234.0,1
355,6,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,68,06:02:35,5,8.0,03:52.2,211.2,1
935,16,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,1,1,216,16:05:44,18,214.0,03:28.9,234.8,1
306,5,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,1
577,10,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,118,10:03:34,11,11.0,03:37.1,225.9,1
1158,19,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,233,19:03:53,20,181.0,03:53.2,210.3,1
233,4,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,43,04:05:26,4,11.0,03:54.7,209.0,1
1463,24,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,303,00:03:21,25,181.0,03:53.2,210.3,1
372,6,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,1
1246,21,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,287,21:00:26,27,281.0,03:27.4,236.5,1
589,10,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,114,10:01:03,9,10.0,03:54.9,208.9,1
585,10,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,115,10:02:47,13,10.0,03:38.1,225.0,1
1108,18,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
1053,17,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
208,4,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,45,04:04:41,5,10.0,03:37.8,225.2,1
1439,24,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,327,00:03:36,32,274.0,03:36.5,226.6,1
1063,18,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,241,18:01:37,24,11.0,03:30.6,233.0,1
1235,20,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
252,5,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MALLER,Peugeot 9X8,1,1,60,05:04:19,6,10.0,03:29.7,234.0,1
1122,19,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,257,19:04:11,24,236.0,03:28.7,235.1,1
1090,18,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,226,18:02:52,19,184.0,03:51.7,211.7,1
1182,20,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,276,20:05:11,25,12.0,03:28.3,235.5,1
1238,20,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,2
334,6,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,72,06:05:36,7,10.0,03:37.3,225.7,1
1111,18,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
944,16,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,207,16:03:36,24,193.0,03:39.0,224.0,1
1350,22,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
987,16,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
1253,21,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,280,21:01:56,31,272.0,03:36.6,226.5,1
132,3,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,1,1,39,03:07:01,4,9.0,03:30.0,233.6,1
1037,17,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,165,15:11:45,19,125.0,03:32.6,230.7,2
69,2,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,26,02:01:35,2,12.0,03:30.0,233.6,1
1444,24,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,322,00:00:43,32,10.0,03:38.1,225.0,1
165,3,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,36,03:10:11,4,8.0,03:53.1,210.5,1
731,12,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
1287,21,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
104,2,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,24,02:01:21,2,8.0,03:52.1,211.3,1
1191,20,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,265,20:04:57,30,253.0,03:37.0,226.1,1
1429,24,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,340,00:02:37,30,12.0,03:28.3,235.5,1
632,11,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,133,11:03:06,16,66.0,03:38.6,224.4,1
1360,22,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
218,4,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,44,04:04:34,5,11.0,03:39.0,224.0,1
497,9,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,1,1,112,09:04:57,11,10.0,03:29.7,234.0,1
324,6,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,72,06:03:18,9,66.0,03:38.6,224.4,1
1149,19,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,239,19:02:55,20,8.0,03:52.5,211.0,1
1314,22,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,296,22:02:01,33,272.0,03:36.6,226.5,1
674,11,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
1411,23,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
1363,22,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,2
